Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
swapping_station_frame,0.942790666285189,1.13907440140187,1.29250971463196,0,0,0,1.65658052410726,0.00611428195024451,-1.10390543258547E-05,5.70514952385094E-08,0.0236191442542729,1.41156190105481E-09,0.0182520903067547,0,0,0,0,0,0,package://Swapping Station Frame (URDF Export)/meshes/swapping_station_frame.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Swapping Station Frame (URDF Export)/meshes/swapping_station_frame.STL,,Swapping Station Frame (Part)-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
left_swapping,0.255901757329724,0.0731993493320735,0.0377859442655621,0,0,0,1.38886844517421,0.00319390533372092,0.000140968019509045,4.03326443677684E-05,0.00657004273178153,0.000232443445451143,0.0046698664733052,0,0,0,0,0,0,package://Swapping Station Frame (URDF Export)/meshes/left_swapping.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Swapping Station Frame (URDF Export)/meshes/left_swapping.STL,,Right Swapping Station (Part)-1,Origin_left_lead_screw,Axis_left_lead_screw,left_lead_screw,prismatic,0.63898,-1.1459,1.1322,1.5708,0,0,swapping_station_frame,1,0,0,0,0,0,0,,,,,,,,
right_swapping,0.255901727967814,-0.0188403406603672,0.296151437995771,0,0,0,1.3888606411329,0.00319389924381016,0.000140970226906705,-4.03279774480038E-05,0.00657002190927156,-0.000232440941322566,0.00466985082341626,0,0,0,0,0,0,package://Swapping Station Frame (URDF Export)/meshes/right_swapping.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Swapping Station Frame (URDF Export)/meshes/right_swapping.STL,,Left Swapping Station (Part)-1,Origin_right_lead_screw,Axis_right_lead_screw,right_lead_screw,prismatic,0.63679,-1.1053,1.2242,1.5708,0,0,swapping_station_frame,1,0,0,0,0,0,0,,,,,,,,
